video_id,subset,action_label,gloss,feature_path
5187180924403598-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5187180924403598-ASK.npy
2723076774517803-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2723076774517803-ASK_flip.npy
7136787726533871-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7136787726533871-ASK_flip.npy
1707437489789738-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1707437489789738-ASK_flip.npy
5540811057971774-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5540811057971774-ASK_flip.npy
4729968738581152-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4729968738581152-ASK_flip.npy
9150611387804977-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9150611387804977-ASK_flip.npy
1815054149521116-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1815054149521116-ASK_flip.npy
9984673314288812-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9984673314288812-ASK.npy
6638391594735852-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6638391594735852-ASK_flip.npy
3793385805812627-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3793385805812627-ASK_flip.npy
2085616004060087-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2085616004060087-ASK_flip.npy
5128330579647445-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5128330579647445-ASK_flip.npy
9909223756526533-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9909223756526533-ASK_flip.npy
2435804188501464-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2435804188501464-ASK_flip.npy
4106603456013403-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4106603456013403-ASK_flip.npy
9813145306665568-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9813145306665568-ASK_flip.npy
7823304444192017-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7823304444192017-ASK_flip.npy
6306966617125181-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6306966617125181-ASK_flip.npy
9809215875477292-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9809215875477292-ASK_flip.npy
2490150449515618-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2490150449515618-ASK.npy
6754054426478515-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6754054426478515-ASK.npy
4859811375387353-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4859811375387353-ASK_flip.npy
8926729576160704-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8926729576160704-ASK.npy
4655254822674189-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4655254822674189-ASK_flip.npy
8299925998065008-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8299925998065008-ASK_flip.npy
7072821167111014-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7072821167111014-ASK.npy
8433879172074253-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8433879172074253-ASK_flip.npy
375964197411883-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/375964197411883-ASK.npy
17597114212490883-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/17597114212490883-ASK.npy
6334898883962793-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6334898883962793-ASK_flip.npy
9839009299513174-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9839009299513174-ASK_flip.npy
0773952609683628-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/0773952609683628-ASK.npy
3562588551318042-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3562588551318042-ASK_flip.npy
7989597695584512-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7989597695584512-ASK.npy
6370702900476413-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6370702900476413-ASK.npy
4741008504153732-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4741008504153732-ASK_flip.npy
1640964124112129-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1640964124112129-ASK_flip.npy
8024768302900454-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8024768302900454-ASK_flip.npy
5662653500807588-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5662653500807588-ASK.npy
8377113553977625-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8377113553977625-ASK_flip.npy
6099192272966338-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6099192272966338-ASK.npy
6455677348837485-ASK,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6455677348837485-ASK.npy
8067254699002225-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8067254699002225-ASK_flip.npy
7915175073049511-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7915175073049511-ASK_flip.npy
7961573818928449-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7961573818928449-ASK_flip.npy
8861528384936051-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8861528384936051-ASK_flip.npy
1527364783857171-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1527364783857171-ASK_flip.npy
5819760248292317-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5819760248292317-ASK_flip.npy
9274333053677249-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9274333053677249-ASK_flip.npy
1152765814978693-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1152765814978693-ASK_flip.npy
6083933418393961-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6083933418393961-ASK_flip.npy
1498393104042600-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1498393104042600-ASK_flip.npy
8639942892233525-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8639942892233525-ASK_flip.npy
5955353769367979-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5955353769367979-ASK_flip.npy
1937161006507052-ASK_flip,train,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1937161006507052-ASK_flip.npy
3689239589362408-ASK_flip,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/3689239589362408-ASK_flip.npy
6706457733210773-ASK,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/6706457733210773-ASK.npy
8702889283080875-ASK,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/8702889283080875-ASK.npy
07578464379765082-ASK,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/07578464379765082-ASK.npy
5894896318824426-ASK_flip,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/5894896318824426-ASK_flip.npy
3656809640602726-ASK_flip,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/3656809640602726-ASK_flip.npy
2596475703241050-ASK_flip,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/2596475703241050-ASK_flip.npy
6763157955886321-ASK,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/6763157955886321-ASK.npy
7199026702252793-ASK_flip,val,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/7199026702252793-ASK_flip.npy
32589649401310283-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/32589649401310283-ASK.npy
4350117815065837-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/4350117815065837-ASK.npy
2648523943595757-ASK_flip,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/2648523943595757-ASK_flip.npy
4583600445399818-ASK_flip,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/4583600445399818-ASK_flip.npy
12427744708858346-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/12427744708858346-ASK.npy
7602860108620950-ASK_flip,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/7602860108620950-ASK_flip.npy
2629108059091052-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/2629108059091052-ASK.npy
656039289068084-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/656039289068084-ASK.npy
2295384916053822-ASK,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/2295384916053822-ASK.npy
9289458691981397-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9289458691981397-BAD_flip.npy
24751730661041682-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/24751730661041682-BAD.npy
9701304221413551-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9701304221413551-BAD.npy
9411549614200669-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9411549614200669-BAD.npy
7598609196216594-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7598609196216594-BAD_flip.npy
008134541577476506-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/008134541577476506-BAD.npy
8996105965425733-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8996105965425733-BAD_flip.npy
2870308797378995-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2870308797378995-BAD_flip.npy
4646688155898039-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4646688155898039-BAD_flip.npy
2507302256262631-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2507302256262631-BAD.npy
6800925380820816-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6800925380820816-BAD_flip.npy
26378912740269156-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/26378912740269156-BAD.npy
1742221468356997-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1742221468356997-BAD_flip.npy
09145990846220031-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/09145990846220031-BAD.npy
16659435197682293-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/16659435197682293-BAD.npy
1583686602856138-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1583686602856138-BAD.npy
1627401353896475-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/1627401353896475-BAD_flip.npy
2010323158059879-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2010323158059879-BAD_flip.npy
3482356283643987-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3482356283643987-BAD_flip.npy
7628262965013866-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7628262965013866-BAD.npy
5659676128784526-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5659676128784526-BAD_flip.npy
4720037702546913-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4720037702546913-BAD.npy
9257839947967759-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9257839947967759-BAD_flip.npy
9739528719901436-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9739528719901436-BAD.npy
21076084261461991-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/21076084261461991-BAD.npy
34169036359301463-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/34169036359301463-BAD.npy
5711091952474189-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5711091952474189-BAD_flip.npy
2934196279833269-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2934196279833269-BAD_flip.npy
6380653189641455-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6380653189641455-BAD_flip.npy
06213765949527894-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/06213765949527894-BAD.npy
3337116269983160-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3337116269983160-BAD_flip.npy
5971513744254144-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5971513744254144-BAD.npy
06939945586940688-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/06939945586940688-BAD.npy
2625999508953624-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2625999508953624-BAD_flip.npy
3902066565270767-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3902066565270767-BAD_flip.npy
41399470555461226-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/41399470555461226-BAD.npy
5185020870574255-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5185020870574255-BAD_flip.npy
8500068040222597-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8500068040222597-BAD.npy
2098915627664743-BAD_flip,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2098915627664743-BAD_flip.npy
3763434553768781-BAD,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3763434553768781-BAD.npy
026903804811550636-BAD,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/026903804811550636-BAD.npy
25163871214803346-BAD,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/25163871214803346-BAD.npy
4887398528782518-BAD_flip,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/4887398528782518-BAD_flip.npy
2344316606272553-BAD_flip,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/2344316606272553-BAD_flip.npy
8721969275151971-BAD_flip,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/8721969275151971-BAD_flip.npy
5312089456577771-BAD,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/5312089456577771-BAD.npy
4757581442741833-BAD_flip,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/4757581442741833-BAD_flip.npy
019466731254031755-BAD,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/019466731254031755-BAD.npy
7504815823586848-BAD_flip,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/7504815823586848-BAD_flip.npy
1530765105159461-BAD_flip,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/1530765105159461-BAD_flip.npy
300065378201829-BAD,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/300065378201829-BAD.npy
2782800129121342-BAD_flip,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/2782800129121342-BAD_flip.npy
1343904905486834-BAD_flip,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/1343904905486834-BAD_flip.npy
8834295053246077-BAD,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/8834295053246077-BAD.npy
27067652476321635-BAD,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/27067652476321635-BAD.npy
5332230941059487-BAD_flip,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/5332230941059487-BAD_flip.npy
9781465154800835-BAD,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/9781465154800835-BAD.npy
6558607659620332-BAD,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/test/6558607659620332-BAD.npy
7794736489964396-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7794736489964396-BECOME_flip.npy
7218773108417039-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7218773108417039-BECOME_flip.npy
6206277359819543-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6206277359819543-BECOME.npy
9743014426842327-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9743014426842327-BECOME.npy
9206093416692862-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9206093416692862-BECOME.npy
34318091362618364-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/34318091362618364-BECOME.npy
9101031723871930-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9101031723871930-BECOME_flip.npy
2856248903045638-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2856248903045638-BECOME_flip.npy
6385261422852019-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6385261422852019-BECOME_flip.npy
7075821552490879-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7075821552490879-BECOME_flip.npy
595659331701432-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/595659331701432-BECOME.npy
3667435454593918-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3667435454593918-BECOME_flip.npy
9937921981224223-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9937921981224223-BECOME.npy
6924925097714949-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6924925097714949-BECOME.npy
9341457156133180-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/9341457156133180-BECOME_flip.npy
4988206881747582-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/4988206881747582-BECOME_flip.npy
5628743417976216-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5628743417976216-BECOME.npy
707214880283084-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/707214880283084-BECOME.npy
2707573393358112-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2707573393358112-BECOME_flip.npy
5186725152134284-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5186725152134284-BECOME.npy
5230761187354000-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5230761187354000-BECOME_flip.npy
14729951997994695-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/14729951997994695-BECOME.npy
6302669099548736-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6302669099548736-BECOME_flip.npy
5454726092885495-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5454726092885495-BECOME_flip.npy
22125015427661077-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/22125015427661077-BECOME.npy
6949892800366266-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6949892800366266-BECOME.npy
2115342426438702-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2115342426438702-BECOME_flip.npy
7592469306073191-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7592469306073191-BECOME.npy
6459252267958286-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6459252267958286-BECOME.npy
2058682931186115-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/2058682931186115-BECOME_flip.npy
6671886864603201-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6671886864603201-BECOME_flip.npy
5801873008829825-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5801873008829825-BECOME.npy
6791411458327655-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6791411458327655-BECOME_flip.npy
6018850425855893-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/6018850425855893-BECOME.npy
3549339626765174-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/3549339626765174-BECOME_flip.npy
44032563676770886-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/44032563676770886-BECOME.npy
5024365915510717-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/5024365915510717-BECOME_flip.npy
8952526788990092-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/8952526788990092-BECOME.npy
7538916021306142-BECOME_flip,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/7538916021306142-BECOME_flip.npy
49490238825192145-BECOME,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/train/49490238825192145-BECOME.npy
9986283065806037-BECOME_flip,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/9986283065806037-BECOME_flip.npy
634731085380404-BECOME,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/634731085380404-BECOME.npy
5103978180681919-BECOME_flip,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/5103978180681919-BECOME_flip.npy
8373552589107214-BECOME,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_34/features_mp/val/8373552589107214-BECOME.npy
