video_id,subset,action_label,gloss,feature_path
29975883523571745-HOSPITAL,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/29975883523571745-HOSPITAL.npy
2305871847828358-HOSPITAL,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/2305871847828358-HOSPITAL.npy
03617049378353854-HOSPITAL,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/03617049378353854-HOSPITAL.npy
7921373203371331-HOSPITAL,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/7921373203371331-HOSPITAL.npy
8903687797420998-HOSPITAL,test,0,HOSPITAL,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/8903687797420998-HOSPITAL.npy
7745075968920678-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7745075968920678-LAUGH.npy
9864088235986115-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9864088235986115-LAUGH.npy
09816533364939106-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/09816533364939106-LAUGH.npy
29772346305903574-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/29772346305903574-LAUGH.npy
6570083930407538-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6570083930407538-LAUGH.npy
6829906733017252-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6829906733017252-LAUGH.npy
5762479692088036-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5762479692088036-LAUGH.npy
31313230613733456-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/31313230613733456-LAUGH.npy
5665029171928315-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5665029171928315-LAUGH.npy
6568993455980712-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6568993455980712-LAUGH.npy
590373652901272-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/590373652901272-LAUGH.npy
15675760388381188-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/15675760388381188-LAUGH.npy
321780862899838-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/321780862899838-LAUGH.npy
5891679001259942-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5891679001259942-LAUGH.npy
2347588252335806-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/2347588252335806-LAUGH.npy
7738214402196806-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7738214402196806-LAUGH.npy
6184066307108205-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6184066307108205-LAUGH.npy
6879454583091695-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6879454583091695-LAUGH.npy
3085736615526775-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/3085736615526775-LAUGH.npy
18382878977918304-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/18382878977918304-LAUGH.npy
2641682510354395-LAUGH,train,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/2641682510354395-LAUGH.npy
6239639358034395-LAUGH,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/6239639358034395-LAUGH.npy
1664158622534473-LAUGH,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/1664158622534473-LAUGH.npy
4717981941114062-LAUGH,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/4717981941114062-LAUGH.npy
6882531392950009-LAUGH,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/6882531392950009-LAUGH.npy
09865807461279208-LAUGH,val,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/09865807461279208-LAUGH.npy
5846501904627992-LAUGH,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/5846501904627992-LAUGH.npy
6526559072462264-LAUGH,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/6526559072462264-LAUGH.npy
8401408233772529-LAUGH,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/8401408233772529-LAUGH.npy
11981971032201333-LAUGH,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/11981971032201333-LAUGH.npy
03526559401918705-LAUGH,test,1,LAUGH,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/03526559401918705-LAUGH.npy
21765240452364454-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/21765240452364454-MAKE.npy
932244226778085-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/932244226778085-MAKE.npy
5583246381385951-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5583246381385951-MAKE.npy
17501981980725656-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/17501981980725656-MAKE.npy
8979367992517029-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8979367992517029-MAKE.npy
9583259576552383-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9583259576552383-MAKE.npy
49105647878456105-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/49105647878456105-MAKE.npy
659969610986546-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/659969610986546-MAKE.npy
5844672679220855-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5844672679220855-MAKE.npy
46445591302051503-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/46445591302051503-MAKE.npy
42608318827919933-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/42608318827919933-MAKE.npy
10010774201312977-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/10010774201312977-MAKE.npy
20003215375757932-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/20003215375757932-MAKE.npy
13169238580393783-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/13169238580393783-MAKE.npy
16526106983233912-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/16526106983233912-MAKE.npy
7416958011863415-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7416958011863415-MAKE.npy
8323379614148649-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8323379614148649-MAKE.npy
6386315113243826-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6386315113243826-MAKE.npy
49594822580076303-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/49594822580076303-MAKE.npy
7576174422043422-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7576174422043422-MAKE.npy
06915498305351697-MAKE,train,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/06915498305351697-MAKE.npy
2656237341874321-MAKE,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/2656237341874321-MAKE.npy
35685665490030827-MAKE,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/35685665490030827-MAKE.npy
48360219801328896-MAKE,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/48360219801328896-MAKE.npy
7874327126099574-MAKE,val,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/7874327126099574-MAKE.npy
46006083289905075-MAKE,test,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/46006083289905075-MAKE.npy
7631427136670896-MAKE,test,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/7631427136670896-MAKE.npy
2953819571296197-MAKE,test,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/2953819571296197-MAKE.npy
18229683151860843-MAKE,test,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/18229683151860843-MAKE.npy
564947980586459-MAKE,test,2,MAKE,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/564947980586459-MAKE.npy
5289028229164205-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5289028229164205-ME.npy
5968816675394137-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5968816675394137-ME.npy
7378759651365803-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7378759651365803-ME.npy
11091344459201657-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/11091344459201657-ME.npy
5400816124395869-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5400816124395869-ME.npy
34076966817997323-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/34076966817997323-ME.npy
6411588958209695-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6411588958209695-ME.npy
4545746926162382-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4545746926162382-ME.npy
35429744496101856-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/35429744496101856-ME.npy
8334054758517455-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8334054758517455-ME.npy
6366246076484883-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6366246076484883-ME.npy
0035172227152260316-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/0035172227152260316-ME.npy
16214681742267878-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/16214681742267878-ME.npy
08622704664772152-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/08622704664772152-ME.npy
4318620777117368-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4318620777117368-ME.npy
6421087005073287-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6421087005073287-ME.npy
7227128162421703-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7227128162421703-ME.npy
5706413352425115-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5706413352425115-ME.npy
5724078705072562-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5724078705072562-ME.npy
8941049731507169-ME,train,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8941049731507169-ME.npy
31080382328753453-ME,val,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/31080382328753453-ME.npy
03554605558492718-ME,val,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/03554605558492718-ME.npy
4372505087382914-ME,val,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/4372505087382914-ME.npy
5691724461344478-ME,val,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/5691724461344478-ME.npy
5834482146577376-ME,test,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/5834482146577376-ME.npy
059398641585320267-ME,test,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/059398641585320267-ME.npy
2576140497310784-ME,test,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/2576140497310784-ME.npy
9101168111350384-ME,test,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/9101168111350384-ME.npy
1506254664622797-ME,test,3,ME,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/1506254664622797-ME.npy
5597756711675372-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5597756711675372-NEED.npy
25388069654637513-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/25388069654637513-NEED.npy
024661755952086084-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/024661755952086084-NEED.npy
6613716577421236-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6613716577421236-NEED.npy
9701223233159699-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9701223233159699-NEED.npy
9788744210187619-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9788744210187619-NEED.npy
30879418056454777-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/30879418056454777-NEED.npy
6280360769360449-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6280360769360449-NEED.npy
5754719885013022-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5754719885013022-NEED.npy
23302415519785113-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/23302415519785113-NEED.npy
37372322284413917-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/37372322284413917-NEED.npy
7542100183321416-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7542100183321416-NEED.npy
04669408879006931-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/04669408879006931-NEED.npy
2957896307414234-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/2957896307414234-NEED.npy
8022209797799162-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8022209797799162-NEED.npy
6330153558265055-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6330153558265055-NEED.npy
7657802804409537-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7657802804409537-NEED.npy
8848744369087989-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8848744369087989-NEED.npy
08573458832549319-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/08573458832549319-NEED.npy
6892111735827193-NEED,train,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6892111735827193-NEED.npy
951965116580737-NEED,val,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/951965116580737-NEED.npy
6635655797958437-NEED,val,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/6635655797958437-NEED.npy
28071486967073533-NEED,val,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/28071486967073533-NEED.npy
3092044477927096-NEED,val,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/3092044477927096-NEED.npy
0505419163931653-NEED,test,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/0505419163931653-NEED.npy
09656289044816302-NEED,test,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/09656289044816302-NEED.npy
3304178516222478-NEED,test,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/3304178516222478-NEED.npy
8882151630852417-NEED,test,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/8882151630852417-NEED.npy
5297728342745216-NEED,test,4,NEED,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/5297728342745216-NEED.npy
6024023486827315-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6024023486827315-READ.npy
3372554058959365-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/3372554058959365-READ.npy
4124339150496943-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4124339150496943-READ.npy
44835657742775226-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/44835657742775226-READ.npy
9480580549313959-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9480580549313959-READ.npy
920002573608864-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/920002573608864-READ.npy
039314365088337855-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/039314365088337855-READ.npy
06836612476374282-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/06836612476374282-READ.npy
8679847374335452-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8679847374335452-READ.npy
25413373086933655-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/25413373086933655-READ.npy
8156740964285663-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8156740964285663-READ.npy
05214904253811725-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/05214904253811725-READ.npy
4103900407521166-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4103900407521166-READ.npy
3363898293845027-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/3363898293845027-READ.npy
6013462323405956-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6013462323405956-READ.npy
6264899046227357-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6264899046227357-READ.npy
10439418782525745-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/10439418782525745-READ.npy
9985068116144047-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9985068116144047-READ.npy
9962526929135627-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9962526929135627-READ.npy
8703954060284524-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8703954060284524-READ.npy
825397870603666-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/825397870603666-READ.npy
07700895767889127-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/07700895767889127-READ.npy
5471170729843933-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5471170729843933-READ.npy
486521679239563-READ,train,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/486521679239563-READ.npy
9629079342867501-READ,val,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/9629079342867501-READ.npy
21828575560875674-READ,val,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/21828575560875674-READ.npy
7179257483743249-READ,val,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/7179257483743249-READ.npy
07495102384627716-READ,test,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/07495102384627716-READ.npy
11695712459013086-READ,test,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/11695712459013086-READ.npy
49657630896098426-READ,test,5,READ,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/test/49657630896098426-READ.npy
042108112572596834-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/042108112572596834-SHOW.npy
11889140444825674-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/11889140444825674-SHOW.npy
20298892697180704-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/20298892697180704-SHOW.npy
8725106492066892-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/8725106492066892-SHOW.npy
5638884516081213-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5638884516081213-SHOW.npy
5874260647139629-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5874260647139629-SHOW.npy
17569839562454304-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/17569839562454304-SHOW.npy
4735262621167744-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4735262621167744-SHOW.npy
392526939154934-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/392526939154934-SHOW.npy
4586425708304669-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/4586425708304669-SHOW.npy
9019212346811638-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9019212346811638-SHOW.npy
7254792418208131-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/7254792418208131-SHOW.npy
6938338914033659-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/6938338914033659-SHOW.npy
13885945719859394-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/13885945719859394-SHOW.npy
5395219513651961-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5395219513651961-SHOW.npy
2777784847144027-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/2777784847144027-SHOW.npy
22206095570444595-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/22206095570444595-SHOW.npy
22977877961428916-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/22977877961428916-SHOW.npy
9351731569091157-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/9351731569091157-SHOW.npy
5730378232143578-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5730378232143578-SHOW.npy
5665911030039517-SHOW,train,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/train/5665911030039517-SHOW.npy
23498393550327323-SHOW,val,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/23498393550327323-SHOW.npy
8066288865216531-SHOW,val,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/8066288865216531-SHOW.npy
6574144734991056-SHOW,val,6,SHOW,/content/drive/MyDrive/Kophos_Features_MVP_15/features_mp/val/6574144734991056-SHOW.npy
